Vernon Anne,Les parapluies de Cherbourg (1964)
Youmazzo Alex,Baby Let Your Hair Hang Down (2011)
Sallis Peter,The Scapegoat (1959)
Prokop Regina,Lay the Favorite (2012)
Beadle Gary,White Mischief (1987)
Forconi Sergio,Albergo Roma (1996)
Kim Ki Bum,Ye bao (1984)
Ioannou Stergios,O andras tis diplanis portas... (2004)
Everett Rupert,The Right Hand Man (1987)
McGuirke Ian,Waterloo Dentures (2004)
Crauser Billy,Sweet 'n Short (1991)
Hertelendy Hanna,Two-Minute Warning (1976)
Roussel Benoit,Dyo ilioi ston ourano (1991)
Gallardo Juan Pablo,Samfox 1 (2011)
Barcroft Roy,Along the Oregon Trail (1947)
Bland Ryan (III),A Dollar Short (2010)
Vannoli Raffaele,Con gli occhi chiusi (1994)
Lizaola Tony,L.A. Goddess (1993)
Luda Gianni,War and Peace (1956)
Hummus King,House of Love (2000)
St. Hilaire Soledad,Happy Endings (2005)
Becker Randy,Lie Down with Dogs (1995)
Clemens Anastasia,Sasha (2010)
Lydon Christine,Jackie Brown (1997)
Grall Deborah,A Better Place (2009/I)
Zhakov Oleg,Rano utrom (1966)
Wilkerson Lisle,Shenmue II (2001)
Brown Ralph (I),The Boat That Rocked (2009)
Hawes Mike (I),Tic (2010)
Singer Barbara (II),After.Life (2009)
Gwillim Jack,Solomon and Sheba (1959)
Graeff Bridgette,The Obsession of Billy Botski (1980)
Froes Célia,O Supermanso (1974)
Javier Honora,The Attack of the 30 Foot Chola (2013)
Viomesnil Sabrina,Le plus beau métier du monde (1996)
Yu Chun-feng,Bai fa mo nu zhuan II (1994)
Leja Roman,Spokojne lata (1982)
Miki Norihei,Kachô Shima Kôsaku (1992)
Poole Joshua (II),Alarmed (2009)
Adalid Ricardo,Locos peligrosos (1957)
Minaise Sarah,Junked (1999)
Parés Carme,Els peixos argentats a la peixera (1991)
Barsacq Yves,La maison de campagne (1969)
Neels-Hansson Miriam,Tante Pose (1940)
Taguchi Ayumi,Momonoki Mai: Sex dream (1985)
Maxwell Laura (I),Bittercress (2006)
Hu Gua,Wan pi jia zu (1986)
Lewis Meghan,Brighton - Die Sinfonie der Großstadt (2010)
Matlack Dan,The Diamond (2011)
Leary Denis,Kiss My A$$ with Denis Leary (2012)
Clement Dick,Singin' in the Rain: Raining on a New Generation (2012)
Castro Jak,China Cry: A True Story (1990)
Dennis Nick (I),Birdman of Alcatraz (1962)
Lindström Einar,Raggen - det är jag det (1936)
Lamorena Bryan Gabriel,The Long-Term Side Effect (2013)
Hallock Charles (I),It May Be Your Daughter (1916)
France Floyd,The Old Fire Horse (1914)
Summer Cree,American Wasteland (2005)
Scholz Robert,Lola Montez die Tänzerin des Königs (1922)
Lönnbro Harald,Kurt Olsson - filmen om mitt liv som mej själv (1990)
Dellinger Terrence,Lethal Obsession (2010)
Kapoor Shammi,Preet Na Jane Reet (1966)
Canijo João,Um Passo Outro Passo e Depois... (1989)
Schramm-Duncker Walter,Kollege kommt gleich (1943)
Sinden Donald,Rentadick (1972)
Saylor Syd,Walk Softly Stranger (1950)
Conan (IV),Old Days (2013)
Eckstein Ashley,Star Wars: The Clone Wars (2008)
Dalpé-Drapeau Joël,Histoires d'hiver (1999)
Clouter Shannon,Purge (2011)
Lizzi John,Junior (1994)
De Cristofaro Caroline,Nympha (2007)
Kydd Sam,I Was Monty's Double (1958)
White Joanne (I),Shadow Glories (2001)
Chandler Lane,Manhunt of Mystery Island (1945)
Nur Nurhan,Düsman yollari kesti (1959)
McMurphy Charles,The Little Adventuress (1938)
George Hima,Marching Ahead (2012)
Van Denberg Belinda,Gaydar (2002)
Charles Nellie,Year of the Bull (2003)
Arndt Adelheid,L.A.U.R.A. (1984)
Ordevilla Jericho,Dog Tags (1988)
Fountoukis Kosmas,Akropol (1996)
Archer Anne,Cut Off (2006)
Knight Noah,Tessa (2004)
Gould Elliott,Little Murders (1971)
Robinson Forrest (I),The Fifth Commandment (1915)
Banks Twyla,Blow (2001)
Albertson Ivan,Hannah Takes the Stairs (2007)
Yoshida Yoshio (I),Kimi yo fundo no kawa wo watare (1976)
Roffi Luciano,La minorenne (1974)
Radulescu Craita,Brigada Diverse intra în actiune (1970)
Gallant Phil,Cortez the Killer (2010)
Foushee Christy,Passion Holiday (1963)
Bekbatyrov Kanybek,Saratan (2005)
Sridhar (I),Phir Kab Milogi (1974)
Foray June,Looney Tunes: Space Race (2000)
Mestayer Harry,The Atom (1918)
Edwards Vivian (I),That Little Band of Gold (1915)
Morris Jane (I),My Life (1993)
Miranda Carlos (II),Captain Ron (1992)
Bacon Kevin (I),Quicksilver (1986)
Akpinar Metin,Reklamlar (1988)
Winterbottom Elvis,Decisions (2010/I)
Big Yank,Runaway Train (1985)
Walter Mary (I),Sumpa ng aswang (1935)
Costache Sergiu,S-a Furat Mireasa (2012)
McLean Dirk,Strange Horizons (1993)
Cartmell-Hull Janine,Harry Potter and the Deathly Hallows: Part 1 (2010)
Lindo Elvira,Papá se ha ido (2012)
Panchetti Carlo,Secondo Ponzio Pilato (1987)
Tesser Osvaldo,La aventura de los paraguas asesinos (1979)
Aitzidis Nikos,Theou plasman en kai o ftohon (1976)
Kiran Raj (I),Sila (1988)
Marken Jane,La nuit merveilleuse (1940)
Haywood Chris (I),Muggers (2000)
Coppola Claude,Better Late Than Never (1983)
Sanogo Niamanto,Yeelen (1987)
Montheil Jean-Claude,La vie selon Luc (1991)
Jones Sly,Cordially Invited (2007)
Brin Charles,Grumpy Old Men (1993)
Deniel Bonita,Viola (1967)
Szegedi Szabó István,Merénylet (1960)
Moss Bertha,Romance musical (1947)
Mukherjee Haridhan,Banchita (1948)
Sleeping The,Guitar Hero III: Legends of Rock (2007)
Arhoff Christian,Der brænder en ild (1962)
Schürenberg Siegfried,Mein Vater der Schauspieler (1956)
Parkinson Isabella,Einer ist immer dabei (2000)
Baby Patrick,Ma fille mon ange (2007)
Reegan Joe,Snuff-Movie (2005)
McKay Amy (I),One Perfect Day (2004)
Armontel Roland,El secreto de Tomy (1963)
Kerlow Max,En defensa propia (1977)
Blum Mark (I),Smuggler's Run (2000)
Heiskanen Väinö,Musta jää (2007)
Tran Heather,Therapy Session (2009)
Lally Brian (I),Pig (2011/I)
Aspiras John,Walking Thunder (1997)
De La Rocha Zack,Children of the Revolution: Tune Back In (2005)
Panse Ulrike,Angel Express (1998)
Chouteau Laurent,Mon père il m'a sauvé la vie (2001)
Adonis Mae-ann,Alabang Girls (1992)
Osborne Jason (II),Die You Zombie Bastards! (2005)
Luckinbill Thad,The Essence of Depp (2008)
Pelant Ivo,Let ptáku let! (1978)
Dzukam Simo Alain,Tsunami (2008)
Gin H.D.,Around the World in Eighty Days (1956)
Romeo (II),Himalay Se Ooncha (1975)
Christie Robert (I),The Hecklers (1975)
Mitra Kamal,Tapasi (1965)
Herrera Marina (II),La virgen y el fotógrafo (1982)
Scoffié Lenie,La conciergerie (1997)
Julien André,Papillon du vertige (1987)
Richie Shane,Distant Shadow (2000)
Mierlescu Victoria,Povestea dragostei (1976)
Montgomery Jack (I),Tumbleweed Trail (1942)
Corell Roberto,Señora Tentación (1948)
Sedki Zeinat,Afritet Ismail Yassine (1954)
Chatterjee Sabitri (I),Akashpradip (1963)
Moraine Lyle,Vertigo (1958)
Brown Robin Joi,Test Tube Teens from the Year 2000 (1994)
Jackson Jimmy (II),The Five Heartbeats (1991)
Wójcik Magda Teresa,Skarga (1991)
Vivek Rajesh,Ganga Jamuna Ki Lalkaar (1991)
Gawthorne Peter (I),Prince of Arcadia (1933)
Santos Hortência,Não Adianta Chorar (1945)
Cooper Bigelow,The Tell-Tale Step (1917)
Smith Robert (CV),The Deed (2012)
Zajdermann Jérôme,La nuit du phoque (1974)
Santanera Javier,La última conspiración (2002)
Ferrabee Gillian,Captive (1998)
Slezak Leo,Golowin geht durch die Stadt (1940)
Benson Amber,The Crush (1993)
Clay Harry,The Falcon Out West (1944)
Gögen Coskun,Tarzan Rifki (1986)
Pettigrew Yasmin,Beg! (1994)
Colson Fabrice,Dossier Toroto (2011)
Gauch Richard,Das Blaue Vom Himmel - Wer hat Bock auf Bundeswehr? (2012)
Morgan Buck,The Tulsa Kid (1940)
Solm Fred,Marianne (1929/I)
Gopal (I),Yeh Gulistan Hamara (1972)
Buxton Jamie,Star-Crossed (2003)
Kulesza Agata,Milosc (2012)
Trafankowska Daria,Tato (1995)
Ilchev Nencho,Urnebesna tragedija (1995)
Hall Cleve,Twisted Nightmare (1987)
Lee Ruta,Forever Young at Heart (2011)
Lurio Don,Casino de Paris (1957)
Edwards Sarah (I),Little Men (1940)
Nuyen France,A Girl Named Tamiko (1962)
Hollister Lindsay,Special Breakfast Eggroll: 99¢ (2003)
Bunton Emma,SingStar Party (2004)
Fairey Shepard,Outside In: The Story of Art in the Streets (2011)
Duquesne Edmond,Les deux orphelines (1910/I)
Cotenescu Laura,Nefarious: Merchant of Souls (2011)
Dayton Frank,Napatia the Greek Singer (1912)
Dunn Geoffrey (I),While the Sun Shines (1947)
Lerick Bob,Le cerveau (1969)
Çapin Müserref,Isler karisik (1970)
O'Connor Caitlin (III),The Pretty Reckless' 'You' (2012)
Tabournot Victor,Lola Montès (1955)
Stone Stuart (I),Pope Dreams (2006)
Dempsey Rebecca,Bunker Hill (2008)
Pignot Yves,Passage à l'acte (1996)
Sloane Olive,The Voice Within (1945)
Mayo Frank (I),Smart Woman (1948)
Zaizar Juan,Cruz de olvido (1984)
Peavey Michael,Taking Woodstock (2009)
Kauffmann Götz,Didi - Der Doppelgänger (1984)
Thomas Cain Sharon,Deep in the Heart (2012)
Steinbeck Walter,Die Korallenprinzessin (1937)
Armstead Ari,A Bitter Taste of Magic (2011)
Kibrick Sidney,Pay As You Exit (1936)
Whiteman Paul (I),Strike Up the Band (1940)
Hayes Ron (I),Face of a Fugitive (1959)
Swett Dan,The Cloth (2004)
Galipo Ashleigh,Ragtime (2011)
Winter Pauline,I'm All Right Jack (1959)
Abreu Luis Gerónimo,Er Relajo Der Loro (2012)
Andrews Stanley (I),Play Girl (1941)
Germic Steve,A Father's Worth (2007)
Watanabe Hiroyuki (I),The Winds of God: Kamikaze (2006)
Fliegel Marie-Anne,This Is Love (2009)
Paxton Collin Wilcox,Marie (1985)
Nair Urvashi,Kama Sutra: A Tale of Love (1996)
Onoe Kajo,Yajikita son'nô no maki (1927)
Aydan Nilüfer,Yasak ask (1961)
Yeltekin Yasemin,Taken 2 (2012)
Probosz Maria,Powrót wabiszczura (1989)
Ihara Toku,Gojira no gyakushû (1955)
Selby David,Unknown (2006)
Roberti Manya,The Spider (1931)
Buraczewski Jacek,Autoportret z kochanka (1996)
Guillen Laurice,Unfaithful Wife (1986)
Bianco Tranquillo,Acquazzone in montagna (1913)
Dunlow Leann,Southern Redemption Part 1: From Midnight to Morning Baby (2004)
Nelson Craig T.,Poltergeist II: The Other Side (1986)
Abdel Ghani Said,Al-raqissa wa al-tabal (1984)
Jaskow Robert,Ene bene (2000)
Huertas Luisa,Párpados azules (2007)
Farmiga Vera,15 Minutes (2001)
Orsini Ylich,Una abuela virgen (2007)
McGillivray David,Tincture of Vervain (2011)
Culp Steven (I),Dark Matters (2012)
Foxx Tanya,Surfside Sex (1988)
Birgen Carole,Who's Quentin (2005)
Walker Clay (II),Alone Yet Not Alone (2013)
Zancolla Carolina,La resistenza nella provincia di Roma (2006)
Jones Holly (XI),Echoes of Summer Sin (2009)
Cassese Timmy,The Parting (2006)
McClure Tane (I),Sexual Roulette (1996)
Kushida Alice,The American President (1995)
Navaja Flaco,Falling Awake (2009)
Walpole Stanley,Fortune's Child (1919)
Sadler William (I),August Rush (2007)
Rázová Martina,Kvaska (2007)
Tirelli Jaime,The Preacher's Wife (1996)
Pollet Albert,The Perils of Pauline (1947)
Mailer Norman,Stone Reader (2002)
Chao Hsiung,Duan hun gu (1968)
Lindblom Gunnel,Goda vänner trogna grannar (1960)
Prosky John,The Last Shot (2004)
Mubarate Husain Altaf,Ready (2011)
Vuchkov Danail,Iztochni piesi (2009)
Manning Daina,Survival of the Fittest (2005/I)
Gubbins Candida,Kameo: Elements of Power (2005)
Adamos Archie,Colorum (2009)
Diglas Otto,Die Glücksmühle (1947)
Neilson Agnes,A Reckless Romeo (1917)
Thomé Tatiana,Chamada a Cobrar (2012)
Mayclem Liam,Fantastic Four (2005)
Lawrence Gerard Majella,Curfew (2012/II)
Burbridge Betty,The Gangsters and the Girl (1914)
Skúlason Helgi,Í skugga hrafnsins (1988)
Fülöp Zoltán (IV),Boszorkánykör (2009)
Sepulveda Carl,Saddle Pals (1947)
Van den Broeck Laurien,De zaak Alzheimer (2003)
Carvajal Andrea (I),Maple Palm (2006)
Menon Valsala,Gulumaal: The Escape (2009)
Nader Simon,Ironclad (2011)
Hartman Megan (I),Stuck (2011/IV)
Goldin Pat,The Baron of Arizona (1950)
Citti Franco,Roma l'altra faccia della violenza (1976)
Degerlund Rolf,Fan ta dom (2003)
Stewardson Deon,Committed (1991)
Coombes Jonah,The Mother (2003)
Rietty Robert,The Silent Enemy (1958)
Edström Lars,Månen är en grön ost (1977)
Rucavina Sasha,Yasaeng dongmul bohoguyeog (1997)
Joao German A.,Sud express (2005)
Olivieri Egisto,La morte civile (1942)
Mejías Marta,Sexperiencias (1968)
Shankar (IV),Naale Njangalude Vivahum (1986)
Lewis George J.,Saddle Legion (1951)
Hope Vida,Emergency Call (1952)
Chanu Gys,Une femme un jour... (1977)
Choquart Florian,Un coeur qui bat (2011)
Primo (I),Bad Moon (1996)
Acuff Eddie,Shooting High (1940)
Francks Rainbow,AVPR: Aliens vs Predator - Requiem (2007)
Jones John Christopher,Mr. Wonderful (1993)
Roeder,Fidel (2009)
Minduruku Daniel,Hans Staden (1999)
Sieglinde Claudia,Solopgang (2005)
Jourdain Jean-Pierre,Le grain de sable (1980)
George John (I),Master Will Shakespeare (1936)
Chernecky Annie,Smiley (2012)
Warbeck David,I sopravvissuti della città morta (1984)
Rocha Shirley,Nudist Colony of the Dead (1991)
Blue Melanie,God of Life (2011)
Tropea Aly,Banana Girls (2010)
Domènech Josep Maria (II),Garum (fantástica contradicción)
Jussef Raggah,Soldaterkammerater på vagt (1960)
Fenyvessy Emil,Fehér rózsa (1919)
Grillo Weston,The Impossible Race (2008)
Francis Anne (I),Blackboard Jungle (1955)
Kallergis Lykourgos,Ithele na ginei vasilias (1967)
Eresmishev Valeri,Hamilton (1998)
Török András (I),Sacra Corona (2001)
Riemer Jessica,The Mystic (2011)
Georgiou Sophia,Spirit Ship (2011)
Muynck Viviane de,I Want (No)
Kolbe Franziska,Schiri im Abseits (2007)
Janeliunas Mantvydas,Koridorius (1995)
Coombs Torrance,Good Image Media (2009)
Satana Zara,Goblet of Gore (1996)
Skimenti Vincent,Nikita (1990)
Ashley Edward (I),Dick Tracy Meets Gruesome (1947)
Deb Kamal,Damu (1996)
Greene Billoah,Brother to Brother (2004)
Sparks Ned (I),Secret Studio (1927)
Dana Muriel Frances,White Hands (1922)
Dunn Ralph,The Man Who Dared (1946)
Queen Patricia,Caligola: La storia mai raccontata (1982)
Szymborski Jan,Uczta (1904)
Spirtzis Adonis,Bloody Merry Christmas (2012)
Vogler Rüdiger (I),Sunshine (1999)
Kofenn Tamara,Carnal Olympics (1983)
Feducha Marion,In the Days of Buffalo Bill (1922)
Troop Ronnie,Mission Zero (2007)
Baird Pamela,Good Morning Miss Dove (1955)
Rezvyakov Andrei,Starye klyachi (2000)
Andrew Maureen,Float to See (2010)
Muldoon Rhys,Ladykiller (1994)
Ménochet Denis,Le Skylab (2011)
Bacon Richard (VI),Steel Crossings (1998)
Ganesh Delhi,Achamillai Achamillai (1984)
Cline Jenni,Matewan (1987)
Babu Shobhan,Lava Kusa (1963/I)
Dewhirst Peter,Jab Tak Hai Jaan (2012)
Norton Kristin (I),American Virgin (1999)
Shabalina Lyudmila,Nashestviye (1946)
Desmond William (I),Frontier Gal (1945)
Richter Renate,Johann Sebastian Bachs vergebliche Reise in den Ruhm (1980)
Aymont Alicia,La vida es un tango (1939)
Gordon Robert (V),Captain Kidd Jr. (1919)
Yost Aqua,A Short Film About Letting Go (2009)
Lois Eduardo,Supervivientes de los Andes (1976)
Montag Dieter,Bockshorn (1984)
Susnin Aleksandr,Zelyonaya kareta (1967)
Tree Dorothy,It (1927)
Barilone Francesco,Das Glück beim Händewaschen (1982)
Solís Joaquín,Fedra West (1968)
Flodén Sara (II),Meningen med Hugo (2012)
Santner Erika,Glückliche Zeiten (1976)
Jankovic Branimir Tori,Dan cetrnaesti (1961)
Hérold Gérard,La triche (1984)
Mulhall Jack,When Hearts Are Young (1915)
Brewer Ilene,The Devil and Miss Jones (1941)
Henn Gregory,Dino-Might (2006)
Lieb Brian,Frankie in Blunderland (2011)
Rosenthal John (I),Sweet Dreamer (1990)
Szendrõ József,A varázsló (1969)
Plescia David J.,Three Days in the Woods (2010)
Yueh Yang,Shao nu de qi dao (1974)
Lanzetta Peppe,Napoli Napoli Napoli (2009)
De Bagneaux Marie-Alix,Catharsis (2011/IV)
Leite Henrique,We Are Wacthing You (2010)
Polyakova Lyudmila,Inostranka (1965)
Yin Yin Shaw,Cai zi ming hua xing ma (1977)
Santos Nida,John and Marsha sa Amerika (1975)
Garofalo Janeane,Duane Hopwood (2005)
Guerrero de Luna Consuelo,El monje blanco (1945)
Sanada Hiroyuki,Sukedachi-ya Sukeroku (2001)
Kim Jin Kyu,Gongpoui 18il (1968)
Horackova Bojena,Le rouge de Chine (1979)
Cho John,American Reunion (2012)
Scott Mallory (I),Up in the Air (2009/I)
Myron Mark (I),Baby (2001/II)
Wayne John (I),Arizona (1931)
Abbas Qamar,Present Fighter (2009)
Scala Gaetano,Il mistero dell'isola maledetta (1965)
Sturch Donald,Charlie the Magnificent (2012)
Fell Norman,Ocean's Eleven (1960)
Piccoli Michel,Le prix du danger (1983)
Adolphson Edvin,Maria på Kvarngården (1945)
Majewski A.,Uprowadzenie Agaty (1993)
Hall Sherry (I),American Madness (1932)
Lumsden Paul,Too Much Information (2011)
Crangle J.P.,Lazyboy (2003)
Meyer Hans Werner,Adieu Paris (2012)
O'Young Erica,Little Bruno (2007)
Boyd Mark (II),Three Fold (2012)
Baldido Romeo,Panaghóy sa subâ: The Call of the River (2004)
Pandey Sudhir,Krishna Aur Kans (2012)
Saylor Syd,Shanghai Rose (1929)
Seitz Patrick,Gekijô-ban Naruto Shippûden: Hi no ishi wo tsugu mono (2009)
Walsh Fiona (XII),Handing Back the Past: A Journey to Martu country with Old Photos (2012)
Lori Lynne,Thar She Blows! (1968)
Ezquer Félix,Obaba (2005)
Simeoni Valentino,La poliziotta della squadra del buon costume (1979)
Starr Yuma,Follies Revue 1940-1950 (1995)
Newton Margit Evelyn,Mafia una legge che non perdona (1980)
McNaughton Gus,Lucky Girl (1932)
Castel Manuela,Protocolo 48: El experimento final (2012)
Sapong Renato,'Di puwedeng hindi puwede! (1999)
Redford H.E.D.,Hangar 18 (1980)
Curá Francesco,Singularity (2007)
Nagata Genjiro,Kimi to boku (1941)
Ku Feng,Gong fu chu shen (2009)
Promnaul Wanlapa,Jan Dara (2001)
Lung Sihung,Zao an tai bei (1979)
Anand (I),Do Phool (1974)
Ingking Suzano,Tigershark (1989)
Hukkinen Paavo,'Ei se mitään!' sanoi Eemeli (1962)
McNamee Chris,The Toxic Avenger Part II (1989)
Loflin Clyde T.,Nashville Girl (1976)
Hawah Nabatanzi,Who Killed Captain Alex? (2010)
Penn Elizabeth,The Craftsman (2012/I)
Grünke Maria,Er ist Dein Bruder (1923)
Chum Amy,Ngok nam shi kin (2008)
Birje Hemant,Paanch Fauladi (1988)
Lajunen Harri,Haarautuvan rakkauden talo (2009)
Diaz Carlos (VI),Omar Cassidy and the Sandalyas Kid (1970)
Palsikar Nana,Joroo Ka Ghulam (1972)
Gamez Joao,Bloodsport (1988)
Selkin Mykee,Funny Thing Is (2009)
Arne Peter,The Sandwich Man (1966)
Schuler Frank,Daredevil: The Teaser (2001)
Katsu Shintarô,Shin heitai yakuza (1966)
Jiménez Alexandra,A o B (2010)
Burnette Kerry,Dixie County Line (2004)
Richfield Charlotte,Cocaine Saints (2011)
Cruz III Tirso,Fiesta extravaganza (1969)
Anniballi Francesco,Napoli si ribella (1977)
Rand John (I),The Unhappy Finish (1921)
Gamboa Philip,25 Taong takas (1980)
Seleznyova Natalya,Devochka i krokodil (1956)
Redl Christian (I),Nebel (1995)
García Enrique (II),Avisa a Curro Jiménez (1978)
Taylor Guy (II),Moment of Silence (2008)
Fiore Jen,It's Hard to Talk to Girls (2008)
Chaperon Adriel,The Devil's Music (2012)
Carlos Nancy,Prinsesa Gusgusin (1957)
Baca Rodolfo,El robo imposible (1981)
Corales Ina,Syota ng bayan (2001)
Berthaut Hanna,Le petit poucet (2001)
VandenHeuvel Kiff,Diamond on Vinyl (2013)
Stockdale Carl,Soak the Poor (1937)
Loewe Jean,Viens j'ai pas de culotte (1982)
Disner Danny,Don't Answer the Phone! (1980)
Domanska Ania,Horns. Bells. Whistles. (2012)
Richards Cully (I),It Had to Happen (1936)
Barfoot Hannah,Awake (2003/III)
Rohini (III),Aa Rathri (1983)
Terry Barbara (III),Contact from Beyond (2005)
Deal Brittany,Lost in Reality (2012)
Zibidi Samia,Io l'altro (2006)
Merrick Brian (I),The Bascom Home Guard (2013)
Templeton Olive,Conscience (1913)
Feiner Leo,Broadway's Queen of Jazz (1927)
Pavlov Assen,The Hamlet Adventure (2008)
Jubily Omer,Les faussaires (1994)
Hunt Amber (I),Yuppies in Heat (1988)
Yamada Keaton,Sen-nen joô (1982)
Bey Marki,The Landlord (1970)
Lingamurthy Mudigonda,Swargaseema (1945)
Lawrence Marjie,Stranger in the House (1967)
Rajkumar (I),Bangarada Hoovu (1967)
Karlsson Jonas (I),Hans och hennes (2001)
Bandopadhyay Jhilam,Krantikaal (2005)
Palm Katharina,Die Dinge zwischen uns (2008)
Petkovic Gradimir,Drustvena igra (1972)
Kern Hans (I),Was Schulmädchen verschweigen (1973)
Blier Bernard,Quand passent les faisans (1965)
Keaton Buster,The 'High Sign' (1921)
Hatton Dick,The Seventh Sheriff (1923)
Clark Judy,That's My Gal (1947)
Browne Coral,Tamahine (1963)
Spease Matt,Michael Vs. Jason (2004)
Repak Salko,Poslednji kolosek (1956)
O'Connell Heather (II),Anal Annie's All-Girl Escort Service (1990)
Kerly Louis,Tartarin de Tarascon (1934)
Hall Thurston,Texas Carnival (1951)
Dobler Ethan,Nocturnal Agony (2011)
Dartois Robert,Le droit de l'enfant (1949)
Mauger Gaston,Le bonheur (1934)
Debris Re,The Holy Mountain (1973)
Tanba Tetsurô,Kaidan Kasane-ga-fuchi (1957)
Dahl Karyn,Nine Is Mine (2008)
Celestino Mike,In the Picture (2012)
Dumont Sílvia,Gozo Alucinante (1985)
Cosmiano Kali,Flowers for Fannie (2013)
Saverino Frank,Lost in Transit: The Junkyard Willie Movie (2007)
Peil Sr. Edward,The Upper Crust (1917)
Welton Danny,Danny Boy (1946)
Mogami Rina,Garasu no usagi (2005)
Picardo Robert,Star 80 (1983)
Mailes Charles Hill,Lilies of the Field (1930)
